,8,12,13,14,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,121
24,,,,,,,,,,,,,,,,,,,,"('3', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,"('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('3', '1', '0', '0', '0')","('3', '1', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('7', '2', '0', '0', '0')","('5', '4', '0', '0', '0')","('8', '5', '1', '0', '0')","('5', '4', '1', '0', '0')","('5', '5', '0', '0', '0')","('5', '5', '0', '0', '0')","('11', '9', '2', '0', '0')","('7', '7', '0', '0', '0')","('15', '14', '1', '0', '0')","('20', '17', '1', '0', '0')","('19', '17', '0', '0', '0')","('9', '7', '0', '0', '0')","('14', '10', '3', '0', '0')","('18', '17', '1', '0', '0')","('18', '15', '0', '0', '0')","('28', '20', '3', '0', '0')","('21', '6', '4', '0', '0')","('22', '7', '2', '0', '0')","('27', '10', '1', '0', '0')","('27', '9', '3', '0', '0')","('24', '2', '2', '0', '0')","('30', '2', '0', '1', '0')","('32', '3', '2', '1', '0')","('36', '3', '5', '1', '1')","('42', '1', '2', '0', '0')","('29', '0', '4', '0', '0')","('46', '2', '3', '0', '0')","('45', '1', '2', '0', '0')","('50', '1', '5', '0', '0')","('55', '2', '10', '1', '0')","('53', '0', '6', '1', '0')","('56', '0', '9', '3', '2')","('60', '1', '10', '1', '0')","('65', '0', '14', '2', '2')","('56', '0', '14', '3', '4')","('82', '0', '28', '3', '9')","('73', '2', '24', '2', '7')","('74', '2', '24', '2', '19')","('72', '5', '16', '5', '24')","('78', '1', '21', '2', '33')","('69', '2', '13', '7', '41')","('59', '1', '11', '2', '40')","('66', '1', '9', '2', '46')","('65', '0', '6', '2', '55')","('50', '0', '5', '0', '45')","('45', '0', '2', '0', '42')","('27', '0', '0', '0', '27')","('13', '0', '1', '0', '12')","('23', '0', '0', '0', '23')","('21', '0', '0', '0', '21')","('12', '0', '0', '0', '12')","('3', '0', '0', '0', '3')","('1', '0', '0', '0', '1')",,"('1', '0', '0', '0', '1')",,,,
25,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '2', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '2', '0', '0', '0')","('5', '3', '1', '0', '0')","('3', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('4', '3', '0', '0', '0')","('5', '3', '2', '0', '0')","('5', '4', '0', '0', '0')","('6', '6', '0', '0', '0')","('6', '6', '0', '0', '0')","('9', '8', '0', '0', '0')","('8', '7', '0', '0', '0')","('9', '9', '0', '0', '0')","('12', '9', '3', '0', '0')","('13', '12', '0', '0', '0')","('18', '14', '1', '0', '0')","('18', '15', '1', '1', '0')","('14', '11', '2', '0', '0')","('22', '14', '1', '0', '0')","('15', '8', '1', '0', '0')","('25', '13', '2', '0', '0')","('22', '9', '0', '0', '0')","('22', '8', '0', '1', '0')","('27', '6', '0', '0', '0')","('31', '5', '0', '0', '0')","('24', '3', '1', '1', '0')","('24', '1', '1', '1', '0')","('35', '0', '2', '1', '0')","('37', '1', '2', '0', '0')","('30', '0', '4', '0', '0')","('28', '1', '2', '0', '0')","('31', '0', '3', '2', '0')","('28', '1', '1', '3', '0')","('55', '0', '7', '0', '1')","('48', '1', '6', '0', '0')","('57', '0', '4', '1', '1')","('58', '0', '10', '1', '0')","('55', '0', '11', '0', '3')","('49', '0', '12', '3', '0')","('58', '0', '10', '2', '8')","('67', '0', '15', '2', '8')","('62', '1', '15', '0', '14')","('71', '2', '13', '5', '30')","('56', '1', '8', '3', '25')","('75', '1', '15', '2', '38')","('63', '0', '8', '0', '44')","('70', '0', '10', '2', '48')","('50', '0', '4', '1', '43')","('60', '1', '3', '2', '54')","('43', '0', '2', '0', '39')","('37', '0', '2', '0', '33')","('29', '0', '0', '0', '29')","('16', '0', '0', '0', '16')","('14', '0', '0', '0', '14')","('16', '0', '0', '0', '16')","('9', '0', '1', '0', '8')","('6', '0', '0', '0', '6')","('1', '0', '0', '0', '1')","('3', '0', '0', '0', '3')",,,,,
26,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,"('2', '0', '1', '0', '0')","('2', '0', '0', '0', '0')","('5', '1', '0', '0', '0')",,"('5', '3', '1', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('3', '2', '0', '0', '0')","('3', '2', '0', '0', '0')","('3', '2', '0', '0', '0')","('4', '4', '0', '0', '0')","('9', '7', '0', '0', '0')","('12', '9', '1', '0', '0')","('9', '9', '0', '0', '0')","('6', '5', '1', '0', '0')","('9', '8', '0', '0', '0')","('10', '10', '0', '0', '0')","('11', '11', '0', '0', '0')","('10', '9', '0', '0', '0')","('11', '7', '2', '0', '0')","('18', '12', '0', '0', '0')","('14', '6', '1', '0', '0')","('6', '5', '0', '0', '0')","('23', '8', '1', '0', '0')","('13', '2', '2', '0', '0')","('22', '8', '1', '1', '0')","('34', '3', '1', '0', '0')","('29', '1', '5', '0', '0')","('26', '4', '3', '1', '0')","('23', '3', '3', '0', '0')","('25', '3', '2', '0', '0')","('29', '0', '2', '1', '0')","('28', '1', '2', '0', '0')","('44', '1', '4', '1', '0')","('65', '0', '4', '0', '1')","('46', '0', '4', '2', '0')","('42', '2', '4', '0', '0')","('32', '0', '2', '0', '0')","('46', '0', '5', '0', '2')","('39', '1', '4', '1', '3')","('63', '0', '9', '1', '3')","('51', '0', '7', '3', '3')","('59', '0', '7', '1', '4')","('72', '0', '16', '0', '18')","('85', '0', '17', '6', '17')","('70', '1', '14', '1', '25')","('73', '1', '18', '1', '36')","('66', '1', '8', '4', '39')","('60', '0', '9', '0', '46')","('66', '0', '7', '0', '50')","('54', '0', '1', '1', '49')","('36', '1', '0', '0', '35')","('45', '0', '1', '0', '44')","('27', '0', '1', '0', '26')","('19', '0', '0', '0', '19')","('21', '0', '0', '0', '21')","('16', '0', '0', '0', '16')","('11', '0', '0', '0', '11')","('5', '0', '0', '0', '5')","('5', '0', '0', '0', '5')","('4', '0', '0', '0', '4')",,"('1', '0', '0', '0', '1')",,,,
27,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,,,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,,,,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('2', '2', '0', '0', '0')","('1', '0', '0', '0', '0')","('5', '1', '0', '0', '0')","('4', '0', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('4', '1', '0', '0', '0')","('7', '3', '0', '0', '0')","('4', '1', '0', '0', '0')","('5', '2', '1', '0', '0')","('8', '7', '1', '0', '0')","('7', '6', '0', '0', '0')","('8', '6', '0', '0', '0')","('6', '5', '0', '0', '0')","('8', '8', '0', '0', '0')","('13', '13', '0', '0', '0')","('11', '10', '1', '0', '0')","('8', '8', '0', '0', '0')","('8', '4', '1', '0', '0')","('16', '13', '0', '0', '0')","('14', '8', '1', '0', '0')","('19', '9', '2', '0', '0')","('16', '8', '0', '0', '0')","('16', '7', '0', '1', '0')","('29', '9', '1', '0', '0')","('18', '4', '4', '0', '0')","('25', '3', '2', '0', '0')","('19', '1', '1', '0', '0')","('29', '1', '5', '0', '0')","('31', '2', '1', '0', '0')","('30', '3', '0', '0', '0')","('27', '2', '0', '0', '0')","('44', '1', '2', '0', '0')","('29', '2', '1', '0', '0')","('40', '0', '2', '0', '0')","('41', '0', '2', '0', '0')","('41', '0', '6', '0', '0')","('52', '0', '5', '0', '0')","('46', '0', '4', '1', '1')","('52', '0', '7', '0', '2')","('58', '0', '4', '1', '5')","('56', '0', '6', '1', '7')","('54', '2', '9', '0', '2')","('65', '0', '14', '1', '5')","('62', '0', '12', '0', '18')","('73', '1', '15', '4', '18')","('75', '1', '14', '2', '25')","('75', '0', '14', '3', '39')","('74', '0', '16', '2', '41')","('63', '0', '6', '3', '45')","('63', '0', '4', '3', '56')","('54', '0', '5', '0', '43')","('47', '0', '0', '0', '45')","('37', '0', '0', '0', '37')","('32', '0', '1', '0', '30')","('30', '0', '0', '0', '30')","('17', '0', '0', '0', '17')","('13', '0', '0', '0', '13')","('15', '0', '0', '0', '15')","('4', '0', '0', '0', '4')","('7', '0', '0', '0', '7')",,"('2', '0', '0', '0', '2')","('1', '0', '0', '0', '1')",,,,
28,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,,,"('1', '0', '0', '0', '0')",,,,,"('3', '2', '0', '0', '0')",,,,"('2', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '1', '0', '0')",,,"('3', '1', '0', '0', '0')","('4', '2', '0', '0', '0')","('3', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('5', '2', '1', '0', '0')","('2', '1', '0', '0', '0')","('4', '3', '0', '0', '0')","('4', '3', '1', '0', '0')","('3', '3', '0', '0', '0')","('4', '4', '0', '0', '0')","('10', '8', '1', '0', '0')","('14', '14', '0', '0', '0')","('9', '9', '0', '0', '0')","('14', '12', '0', '0', '0')","('14', '11', '0', '0', '0')","('13', '10', '0', '0', '0')","('15', '7', '1', '0', '0')","('15', '9', '2', '0', '0')","('9', '1', '0', '0', '0')","('20', '4', '1', '0', '0')","('14', '2', '1', '0', '0')","('19', '3', '0', '0', '0')","('25', '1', '3', '0', '0')","('24', '2', '1', '0', '0')","('29', '3', '1', '0', '0')","('25', '0', '1', '0', '0')","('24', '1', '1', '0', '0')","('26', '0', '0', '0', '0')","('28', '0', '0', '0', '0')","('29', '1', '2', '0', '0')","('38', '1', '1', '0', '0')","('41', '0', '4', '0', '0')","('45', '0', '5', '0', '0')","('41', '0', '1', '0', '0')","('48', '0', '2', '0', '0')","('56', '2', '8', '0', '2')","('53', '1', '5', '1', '7')","('58', '1', '8', '1', '5')","('59', '1', '11', '1', '7')","('67', '3', '4', '0', '15')","('46', '3', '5', '3', '10')","('70', '1', '13', '4', '24')","('66', '0', '11', '3', '28')","('70', '0', '11', '0', '37')","('67', '0', '3', '2', '53')","('56', '0', '2', '1', '42')","('53', '0', '1', '4', '41')","('57', '0', '1', '0', '54')","('44', '0', '1', '0', '43')","('24', '0', '0', '0', '24')","('38', '0', '0', '1', '36')","('20', '0', '0', '0', '20')","('12', '0', '1', '0', '11')","('11', '0', '0', '0', '11')","('10', '0', '0', '0', '10')","('8', '0', '0', '0', '8')","('5', '0', '0', '0', '5')","('2', '0', '0', '0', '2')",,"('1', '0', '0', '0', '1')",,,,
29,,,,,,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('4', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('3', '1', '1', '0', '0')","('4', '1', '1', '0', '0')","('1', '0', '0', '0', '0')","('5', '4', '0', '0', '0')","('5', '3', '0', '0', '0')",,"('4', '4', '0', '0', '0')","('5', '4', '0', '0', '0')","('3', '3', '0', '0', '0')","('5', '5', '0', '0', '0')","('9', '9', '0', '0', '0')","('6', '6', '0', '0', '0')","('10', '7', '0', '0', '0')","('12', '11', '1', '0', '0')","('13', '10', '1', '0', '0')","('12', '8', '0', '1', '0')","('16', '7', '0', '0', '0')","('14', '6', '0', '0', '0')","('21', '7', '1', '0', '0')","('11', '2', '1', '0', '0')","('13', '1', '1', '0', '0')","('30', '1', '2', '1', '0')","('18', '0', '2', '0', '0')","('19', '2', '0', '0', '0')","('36', '2', '2', '0', '0')","('31', '0', '0', '0', '0')","('28', '0', '2', '0', '0')","('25', '0', '0', '0', '0')","('38', '0', '2', '0', '0')","('31', '0', '0', '0', '0')","('36', '0', '4', '0', '0')","('39', '0', '1', '0', '1')","('44', '0', '4', '0', '0')","('50', '0', '4', '1', '1')","('43', '0', '3', '2', '0')","('48', '0', '5', '0', '1')","('57', '1', '4', '2', '3')","('65', '1', '3', '2', '7')","('76', '0', '12', '1', '7')","('61', '0', '5', '3', '6')","('87', '1', '3', '3', '25')","('58', '0', '5', '2', '19')","('65', '0', '8', '1', '27')","('71', '0', '5', '2', '42')","('70', '0', '3', '2', '43')","('68', '1', '4', '1', '52')","('59', '1', '4', '0', '51')","('56', '0', '1', '0', '54')","('29', '0', '1', '1', '25')","('21', '0', '0', '0', '20')","('35', '0', '0', '0', '35')","('18', '0', '0', '0', '18')","('15', '0', '0', '0', '15')","('11', '0', '0', '0', '11')","('6', '0', '0', '0', '6')","('3', '0', '0', '0', '3')","('2', '0', '0', '0', '2')","('1', '0', '0', '0', '1')","('1', '0', '0', '0', '1')",,,,,
3,,,,,,,,,,,,,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')","('2', '0', '0', '0', '0')",,,,,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('5', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('6', '2', '0', '0', '0')","('2', '0', '0', '0', '0')","('7', '1', '0', '0', '0')","('8', '2', '0', '0', '0')","('4', '1', '0', '0', '0')","('6', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('10', '2', '0', '0', '0')","('8', '1', '1', '0', '0')","('6', '1', '0', '1', '0')","('10', '1', '2', '0', '0')","('9', '0', '0', '0', '0')","('20', '2', '0', '0', '0')","('16', '2', '0', '0', '0')","('21', '2', '0', '0', '0')","('20', '6', '1', '0', '0')","('24', '3', '1', '0', '0')","('28', '4', '0', '0', '0')","('12', '3', '1', '0', '0')","('19', '5', '1', '0', '0')","('21', '1', '0', '0', '0')","('27', '5', '1', '0', '0')","('30', '4', '3', '0', '0')","('27', '6', '1', '0', '0')","('31', '9', '0', '0', '0')","('22', '6', '2', '0', '0')","('33', '6', '0', '0', '0')","('27', '5', '0', '0', '0')","('27', '9', '1', '0', '0')","('30', '6', '2', '0', '0')","('35', '8', '2', '0', '0')","('47', '19', '2', '1', '0')","('49', '21', '0', '0', '0')","('50', '23', '1', '0', '0')","('52', '17', '4', '0', '0')","('51', '23', '2', '0', '0')","('49', '24', '2', '0', '0')","('78', '23', '8', '0', '0')","('60', '27', '4', '0', '0')","('67', '28', '3', '0', '0')","('72', '31', '4', '0', '0')","('64', '37', '4', '0', '0')","('81', '43', '5', '1', '0')","('80', '39', '5', '0', '0')","('95', '45', '3', '0', '0')","('68', '39', '0', '1', '0')","('53', '26', '3', '0', '0')","('57', '34', '5', '0', '0')","('46', '26', '2', '0', '0')","('36', '22', '1', '0', '0')","('24', '12', '2', '0', '0')","('21', '11', '2', '0', '0')","('11', '7', '0', '0', '0')","('5', '3', '1', '0', '0')","('6', '5', '0', '0', '0')","('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '1', '0', '0', '0')",,"('1', '1', '0', '0', '0')"
30,,,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,"('1', '1', '0', '0', '0')",,,,"('1', '1', '0', '0', '0')",,,,,,,,,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('3', '1', '0', '0', '0')","('6', '2', '0', '0', '0')","('3', '2', '0', '0', '0')","('2', '1', '0', '0', '0')","('5', '4', '0', '0', '0')","('4', '1', '0', '0', '0')","('4', '2', '1', '0', '0')","('6', '6', '0', '0', '0')","('4', '3', '0', '0', '0')","('7', '5', '0', '0', '0')","('13', '11', '2', '0', '0')","('9', '9', '0', '0', '0')","('5', '5', '0', '0', '0')","('3', '3', '0', '0', '0')","('15', '14', '0', '0', '0')","('15', '10', '2', '0', '0')","('15', '11', '1', '0', '0')","('9', '2', '2', '0', '0')","('19', '10', '2', '0', '0')","('17', '1', '0', '1', '0')","('17', '2', '0', '0', '0')","('18', '3', '0', '0', '0')","('26', '3', '2', '0', '0')","('23', '2', '1', '0', '0')","('24', '1', '1', '0', '0')","('23', '1', '1', '0', '0')","('31', '1', '2', '1', '0')","('34', '0', '0', '1', '0')","('37', '0', '1', '2', '0')","('37', '0', '1', '0', '0')","('33', '0', '1', '0', '0')","('39', '1', '1', '0', '1')","('32', '0', '3', '0', '0')","('44', '0', '3', '0', '0')","('40', '0', '2', '0', '0')","('51', '0', '2', '0', '0')","('44', '0', '2', '0', '3')","('55', '1', '5', '0', '5')","('51', '0', '8', '1', '4')","('51', '0', '6', '1', '11')","('55', '0', '3', '3', '13')","('63', '0', '3', '3', '24')","('66', '2', '4', '2', '25')","('52', '0', '4', '2', '25')","('56', '1', '5', '1', '26')","('55', '0', '4', '1', '37')","('64', '0', '3', '1', '47')","('64', '0', '1', '1', '55')","('42', '0', '3', '1', '35')","('28', '0', '1', '0', '23')","('40', '0', '0', '0', '39')","('20', '0', '1', '0', '17')","('20', '0', '0', '0', '19')","('8', '0', '0', '0', '8')","('4', '0', '0', '0', '4')","('7', '0', '0', '0', '7')","('4', '0', '0', '0', '4')","('2', '0', '0', '0', '2')","('2', '0', '0', '0', '2')","('2', '0', '0', '0', '2')",,,,,
31,,,,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,,,,,,"('3', '1', '0', '0', '0')",,,,,,,,"('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('3', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '1', '0', '0')","('2', '2', '0', '0', '0')","('5', '3', '1', '0', '0')","('3', '0', '0', '0', '0')","('4', '3', '0', '0', '0')","('3', '2', '0', '0', '0')","('4', '3', '0', '0', '0')","('6', '6', '0', '0', '0')","('9', '7', '1', '0', '0')","('9', '7', '1', '0', '0')","('10', '6', '1', '0', '0')","('9', '7', '0', '0', '0')","('9', '6', '0', '0', '0')","('11', '10', '0', '0', '0')","('15', '6', '3', '0', '0')","('13', '8', '2', '0', '0')","('16', '10', '1', '0', '0')","('12', '1', '1', '0', '0')","('17', '5', '0', '0', '0')","('14', '0', '0', '0', '0')","('14', '1', '0', '0', '0')","('22', '1', '0', '0', '0')","('21', '0', '0', '0', '0')","('20', '1', '0', '1', '0')","('25', '0', '0', '0', '0')","('21', '0', '0', '0', '0')","('25', '0', '0', '0', '0')","('38', '0', '3', '0', '0')","('22', '0', '0', '0', '0')","('32', '0', '0', '0', '0')","('35', '0', '4', '0', '0')","('37', '0', '1', '0', '0')","('47', '0', '0', '0', '1')","('49', '1', '3', '0', '3')","('49', '0', '1', '0', '3')","('60', '0', '4', '0', '3')","('42', '0', '3', '1', '6')","('57', '0', '5', '0', '6')","('58', '0', '6', '1', '9')","('51', '0', '4', '0', '12')","('60', '0', '4', '1', '22')","('50', '0', '6', '1', '17')","('56', '0', '3', '1', '30')","('54', '0', '2', '0', '22')","('62', '0', '7', '0', '36')","('65', '0', '3', '1', '44')","('44', '0', '1', '3', '32')","('53', '0', '1', '0', '46')","('30', '0', '1', '2', '25')","('28', '0', '1', '1', '25')","('27', '0', '0', '0', '26')","('11', '0', '0', '0', '10')","('10', '0', '0', '0', '10')","('11', '0', '0', '0', '11')","('4', '0', '0', '0', '4')","('3', '0', '0', '0', '3')",,"('1', '0', '0', '0', '1')",,,,,,
32,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,,,,,,,,,,,"('1', '1', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,,"('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')",,"('2', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('4', '0', '0', '0', '0')","('2', '1', '1', '0', '0')","('2', '1', '1', '0', '0')",,"('3', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '0', '1', '0', '0')","('5', '3', '0', '0', '0')","('6', '4', '0', '0', '0')","('5', '4', '0', '0', '0')","('8', '7', '0', '0', '0')","('9', '7', '0', '0', '0')","('10', '10', '0', '0', '0')","('6', '5', '1', '0', '0')","('9', '9', '0', '0', '0')","('9', '8', '0', '0', '0')","('11', '10', '0', '0', '0')","('18', '14', '1', '0', '0')","('17', '8', '1', '0', '0')","('8', '2', '0', '0', '0')","('14', '4', '1', '0', '0')","('15', '1', '0', '0', '0')","('21', '1', '0', '0', '0')","('20', '0', '0', '0', '0')","('15', '0', '0', '0', '0')","('21', '1', '0', '1', '1')","('12', '0', '0', '0', '0')","('24', '1', '1', '2', '0')","('25', '1', '0', '0', '0')","('32', '0', '0', '0', '0')","('39', '0', '2', '0', '0')","('34', '0', '0', '0', '0')","('30', '0', '1', '0', '0')","('37', '0', '0', '0', '0')","('37', '0', '2', '0', '0')","('36', '0', '1', '0', '0')","('43', '0', '2', '0', '2')","('45', '0', '1', '1', '2')","('33', '0', '0', '0', '3')","('35', '0', '2', '1', '2')","('53', '2', '5', '1', '3')","('49', '0', '3', '0', '9')","('67', '0', '6', '1', '10')","('67', '0', '1', '1', '12')","('60', '0', '0', '2', '17')","('52', '0', '1', '4', '15')","('56', '0', '7', '3', '27')","('54', '0', '2', '2', '31')","('47', '0', '1', '2', '31')","('39', '0', '1', '0', '32')","('42', '0', '0', '0', '30')","('28', '0', '1', '0', '25')","('24', '0', '0', '0', '22')","('22', '0', '1', '0', '20')","('10', '0', '0', '0', '10')","('14', '0', '0', '0', '14')","('6', '0', '0', '0', '6')","('4', '0', '0', '0', '4')","('4', '0', '0', '0', '4')","('2', '0', '0', '0', '2')","('2', '0', '0', '0', '2')","('1', '0', '0', '0', '1')",,,,,
33,,,,,,,,,,,,,,,,,,,,,"('1', '0', '0', '0', '0')",,,,"('1', '0', '0', '0', '0')",,,,,,,,,,,"('1', '0', '0', '0', '0')","('1', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('1', '0', '0', '0', '0')",,"('1', '0', '0', '0', '0')","('2', '0', '0', '0', '0')","('2', '2', '0', '0', '0')","('5', '0', '0', '0', '0')","('2', '1', '0', '0', '0')","('3', '1', '1', '0', '0')","('3', '2', '1', '0', '0')","('1', '1', '0', '0', '0')","('5', '1', '0', '0', '0')","('2', '1', '0', '0', '0')","('4', '2', '0', '0', '0')","('6', '4', '1', '0', '0')","('10', '8', '0', '0', '0')","('5', '4', '1', '0', '0')","('5', '4', '0', '0', '0')","('10', '9', '0', '0', '0')","('9', '8', '0', '0', '0')","('7', '3', '1', '0', '0')","('18', '9', '0', '0', '0')","('13', '4', '0', '1', '0')","('16', '5', '0', '0', '0')","('19', '2', '2', '0', '0')","('17', '0', '1', '0', '0')","('17', '2', '0', '1', '0')","('26', '3', '2', '1', '0')","('30', '0', '1', '0', '0')","('17', '0', '1', '0', '0')","('26', '1', '1', '0', '0')","('28', '0', '1', '1', '0')","('24', '0', '0', '0', '0')","('22', '0', '0', '0', '0')","('27', '0', '0', '0', '0')","('34', '0', '1', '0', '0')","('35', '0', '1', '0', '0')","('37', '0', '1', '0', '0')","('31', '0', '0', '0', '1')","('38', '0', '2', '0', '0')","('46', '0', '2', '0', '1')","('43', '0', '1', '0', '1')","('44', '0', '3', '0', '4')","('51', '0', '3', '0', '4')","('67', '0', '5', '0', '7')","('59', '0', '5', '1', '11')","('59', '0', '5', '0', '8')","('40', '1', '2', '2', '9')","('65', '0', '2', '0', '16')","('57', '0', '2', '1', '18')","('61', '0', '1', '0', '28')","('41', '0', '2', '0', '22')","('40', '0', '0', '0', '26')","('29', '0', '3', '0', '18')","('39', '0', '0', '0', '36')","('35', '0', '0', '0', '28')","('19', '0', '0', '0', '19')","('14', '0', '0', '0', '13')","('13', '0', '0', '0', '11')","('14', '0', '0', '0', '14')","('4', '0', '0', '0', '4')","('3', '0', '0', '1', '2')",,"('4', '0', '0', '0', '4')",,,,,,,
